# Marine coldspell statistics for individual detected events at Orient_Beach
Event number, Start year, Start month, Start day, Peak year, Peak month, Peak day, End year, End month, End day, Duration [days], Maximum intensity [deg C], Mean intensity [deg C], Cumulative intensity [deg C x days], Intensity variability [deg C], Rate of onset [deg C / days], Rate of decline [deg C / days], Maximum intensity (rel. thresh.) [deg C], Mean intensity (rel. thresh.) [deg C], Cumulative intensity (rel. thresh.) [deg C x days], Intensity variability (rel. thresh.) [deg C], Maximum intensity (absolute) [deg C], Mean intensity (absolute) [deg C], Cumulative intensity (absolute) [deg C x days], Intensity variability (absolute) [deg C], Maximum intensity (normalized) [unitless], Mean intensity (normalized) [unitless]
1, 1982, 1, 29, 1982, 2, 23, 1982, 3, 4, 35, -5.023, -3.608, -126.3, 0.654, 0.1403, 0.08328, -2.9, -1.61, -56.36, 0.6133, 19.49, 20.88, 730.7, 0.6471, -2.366, -1.806
2, 1982, 4, 23, 1982, 4, 27, 1982, 4, 30, 8, -5.567, -3.875, -31.0, 1.325, 0.8441, 0.02964, -3.986, -2.284, -18.27, 1.337, 18.15, 19.85, 158.8, 1.367, -3.521, -2.442
3, 1982, 5, 12, 1982, 5, 15, 1982, 5, 18, 7, -3.41, -2.798, -19.59, 0.5247, 0.5284, 0.01411, -1.959, -1.34, -9.382, 0.5294, 19.72, 20.33, 142.3, 0.5318, -2.35, -1.921
4, 1982, 7, 1, 1982, 7, 3, 1982, 7, 5, 5, -2.617, -1.937, -9.685, 0.5179, 0.6864, 0.008699, -1.392, -0.7125, -3.563, 0.5179, 18.58, 19.26, 96.3, 0.521, -2.137, -1.582
5, 1982, 10, 1, 1982, 10, 3, 1982, 10, 5, 5, -2.759, -2.523, -12.62, 0.2348, 0.5056, 0.004089, -1.404, -1.168, -5.841, 0.2345, 17.78, 18.02, 90.08, 0.2434, -2.036, -1.862
6, 1982, 10, 12, 1982, 10, 14, 1982, 10, 16, 5, -5.357, -3.62, -18.1, 1.475, 1.406, 0.01564, -3.998, -2.262, -11.31, 1.474, 15.4, 17.14, 85.69, 1.487, -3.941, -2.665
7, 1982, 10, 28, 1982, 11, 21, 1982, 11, 24, 28, -4.194, -2.861, -80.09, 0.7766, 0.1129, 0.00859, -2.704, -1.405, -39.33, 0.7662, 17.95, 18.86, 528.1, 0.7198, -2.813, -1.962
8, 1982, 12, 15, 1982, 12, 19, 1982, 12, 26, 12, -5.15, -3.134, -37.61, 1.081, 0.8438, 0.01028, -3.557, -1.557, -18.68, 1.078, 17.85, 19.93, 239.1, 1.091, -3.233, -1.986
9, 1983, 1, 9, 1983, 1, 20, 1983, 1, 23, 15, -5.263, -3.155, -47.33, 1.012, 0.2993, 0.008842, -3.64, -1.58, -23.7, 0.9815, 18.94, 20.92, 313.9, 0.939, -3.243, -1.993
10, 1983, 2, 1, 1983, 2, 4, 1983, 2, 12, 12, -3.732, -2.997, -35.96, 0.6048, 0.4724, 0.004853, -1.907, -1.112, -13.34, 0.6388, 20.72, 21.46, 257.6, 0.6115, -2.045, -1.598
